park,agency,park_zip,park_lat,park_lon,qpartysize25,qpartysize50,qpartysize75,qleadt25,qleadt50,qleadt75,qdur25,qdur50,qdur75,qdist25,qdist50,qdist75,res_count,sum_dur,sum_persnight
COWPUNCHER GUARD STATION YURT,USFS,84319,37.9997222,-111.6594444,2,4,5,9,31,109.8,2,2,3,199.3,302.4,570.2,233,616,2560
COY FLAT,USFS,94301,36.1291667,-118.6180556,3,5,6,7,16,32,2,2,3,190,233.8,271.7,1306,3002,14038
COYOTE COVE GROUP SITE,BOR,14841,39.3338889,-122.4955556,21.2,35,50,19.8,56,105.3,2,2,2.8,122.3,126.8,175.3,11,28,990
COYOTE GROUP,USFS,   NaN,39.1355556,-120.4105556,20,25,25,40.8,115,181,2,3,4,82.3,109,212.1,369,1143,31198
COYOTE POINT,USACE,95252,37.9844444,-120.8447222,25,40,50,115.5,336,365,2,3,4,64.6,84.6,103.2,311,991,34367
COZY COVE,USFS,   NaN,44.2910111,-115.6520556,4,6,8,23,92,172.8,2,3,5,88.7,95.9,111.3,539,1958,11255
CRAB FLATS,USFS,94301,34.2616667,-117.0833333,3,5,8,6,14,28,1,2,2,61,96.3,121.3,3229,6314,33137
CRABTREE COVE,USACE,   NaN,37.6697222,-93.7530556,2,3,5,0,5,31,2,2,3,51.7,72.8,154.9,7619,20984,83784
CRAGS CAMPGROUND,USFS,86339,38.1736111,-119.3041667,2,4,6,30,97,172.5,3,4,6,160.5,323.5,494.2,2368,10933,59802
CRAIGS CREEK GROUP AREA,USFS,   NaN,36.9916667,-84.2583333,25,30,55,22,66,166.5,2,2,3,43.4,115.2,213.9,363,865,30074
CRANDALL CREEK CABIN,USFS,59047,46.1855556,-110.4052778,2,4,6,31,87,162.3,1,2,3,70.7,85.3,152.2,437,1016,3997
CRANE FLAT,NPS,95389,37.7638889,-119.8444444,2,3,6,5,25,115,1,2,3,208.6,432,906.9,49509,103028,387075
CRANE PRAIRIE CAMPGROUND,USFS,   NaN,43.7963889,-121.7608333,2,4,6,9,24,70,2,3,4,90.1,162.7,200.9,3760,12241,58408
CRANE VALLEY,USFS,94301,37.3330556,-119.5852778,8,12,24,8,40,116,2,2,3,182.1,242.3,402.5,1346,3220,52685
CRANES MILL PARK,USACE,   NaN,29.8888889,-98.2927778,2,3,6,0,0,9,1,2,3,37.5,59.4,269.4,6655,18358,66579
CRANFIELD PARK,USACE,   NaN,36.4047222,-92.3208333,2,3,4,0,0,4,2,3,5,27.9,114.1,192.2,7195,28691,96870
CRESCENT,USACE,   NaN,34.3811111,-82.8163889,30,50,90,114.5,215,349.5,2,2,4,25.4,59.6,99.9,468,1372,88412
CRESCENT LAKE (MN),USFS,   NaN,47.8367556,-90.7731444,2,3,5,13,35,98,2,3,4,286.7,362.7,382.4,2128,7256,27544
CRESCENT LAKE (OR),USFS,   NaN,43.5019444,-121.9744444,3,4,5,20,64,139.2,3,3,3,128.9,191.9,229.8,589,1938,7740
CRESCENT LAKE CABIN,USFS,   NaN,60.4772222,-149.5719444,2,4,5,14,114,179,1,1,2,67.6,81.6,85.6,948,1531,6131
CRESCENT MINING CAMP,USFS,   NaN,38.9919444,-106.4147222,2,4,6,4.2,12,40.2,1,2,2,144.4,152.9,202,79,153,651
CRESCENT MOON,USFS,   NaN,34.8291667,-111.8055556,30,50,50,34,82,157.5,1,1,1,40.7,111.3,163,600,2,100
CRESCENT MOON RANCH (AZ),USFS,   NaN,34.8252778,-111.8019444,6,9,10,37.5,83,138,1,2,3,130.2,159.2,330.1,676,1498,11893
CRESCENT SADDLE CABIN,USFS,   NaN,60.4458333,-149.5038889,2,3,4,9,47,137.2,1,1,2,77.2,86.2,88.8,795,1259,4659
CRESTLINE GROUP,USFS,92065,33.3127778,-116.8647222,25,40,50,29,59,106.5,1,2,2,45.9,61.1,81.5,256,427,15621
CRICKET CREEK,USACE,   NaN,36.4830556,-93.3002778,2,3,5,0,8,30,2,3,4,32,34.4,97.6,5994,20811,81481
CROOK CAMPGROUND,USFS,   NaN,34.3163889,-110.9416667,60,80,110,123,253.5,353,2,2,3,128,134.6,141.5,368,889,71377
CROSSLAKE CAMPGROUND,USACE,   NaN,46.6697222,-94.1083333,2,3,5,0,25,176,2,3,5,113.7,159.2,202.3,24190,91470,335023
CROSSLAKE DAY USE,USACE,   NaN,46.6697222,-94.1083333,30,45,50,15,43,102.5,1,1,1,12.6,27.1,149.2,127,2,95
CROW PASS CABIN,USFS,   NaN,61.0511111,-149.1088889,2,4,6,116,163,180.2,1,1,2,32.2,43.6,54.6,617,824,3403
CROW VALLEY,USFS,   NaN,40.6461111,-104.3388889,2,3,8,9,20,56.2,1,2,2,69.2,103.4,120.5,1389,2624,20241
CRYSTAL LAKE CABIN,USFS,   NaN,46.7919444,-109.5116667,2,4,5,11.2,40,92.3,1,2,2,67.6,150.7,180.8,99,200,731
CRYSTAL LAKE GROUP CAMPSITE,USFS,   NaN,46.7965333,-109.5108583,1,7.5,13.5,11.5,21,39.5,1,2,3,23.5,23.5,137.3,32,67,844
CRYSTAL SPRINGS,USACE,71968,34.5469444,-93.3611111,2,3,4,0,0,42,2,3,5,47.6,94,127.6,10822,44666,161705
CUB RIVER GUARD STATION,USFS,   NaN,42.1391667,-111.6752778,10,20,30,31,80.5,168,1,2,3,29,50.5,98,510,1109,32398
CULTUS LAKE CAMPGROUND,USFS,   NaN,43.8376972,-121.8333472,3,4,6,9,18,34,2,3,4,48.7,53.9,167.9,460,1473,6410
CUMBERLAND POINT CAMPGROUND,USACE,   NaN,36.9655556,-84.8422222,2,4,6,2,12.5,57.5,2,3,4,41.2,127.2,245.7,2896,9319,36577
CUMMINGS CABIN,USFS,59644,46.9791667,-112.4947222,2,3,4,5,15,49.2,1,2,2,57.6,105.3,154.8,565,1088,3331
CURLEW CAMPGROUND,USFS,   NaN,42.0705556,-112.6913889,4.2,8,32,10,45,118.5,1,2,3,60.4,112.9,166.9,435,1105,22634
CURLY JACK CAMPGROUND,USFS,96039,41.7936111,-123.3827778,20,30,30,64.8,139,193.2,1,2,3,45.9,98.9,523.1,541,1200,30041
CURRANT CREEK,USFS,   NaN,40.3297222,-111.0669444,4,6,8,13,28,78.7,2,3,3,70.6,81.7,95.3,3083,8763,59369
CURRIER GUARD STATION,USFS,97630,42.7308333,-120.9055556,2,3,4,16,49,113.5,2,2,3,169.4,238.4,333.7,275,734,2087
CURTIS CREEK,USACE,   NaN,39.0927778,-96.955,2,4,6,0,4,43,2,2,3,33.9,66,130.5,8121,23295,94920
CURTIS CREEK CAMPGROUND (NC),USFS,   NaN,35.6761,-82.1992,2,3,5,5,12,26.2,1,2,2,132.7,271.2,429.5,309,652,2460
CUT FOOT HORSE CAMPGROUND,USFS,56636,47.5583333,-94.0663889,2,2,3,8,18.5,43,2,3,3,72.9,137.4,223.8,226,607,1547
CUTTHROAT,USFS,85929,33.8722222,-109.4183333,2,4,6,8,21,43,2,3,3,225.6,239.5,257.4,1340,3808,16932
CUTTHROAT BAY GROUP,USFS,   NaN,40.1913972,-105.8736222,20,30,30,43.5,124,200.8,2,2,3,77.1,92.4,108.1,263,572,14303
CUYAHOGA VALLEY NATIONAL PARK,NPS,   NaN,41.2205556,-81.5166667,40,50,70,52,123,294.2,1,1,1,7.9,13,29.7,535,7,490
Caesar Creek Lake,USACE,   NaN,39.4827778,-84.0661111,1,1,33.8,19,45,80,NaN,NaN,NaN,11.6,21.1,28.5,107,0,0
Canyonlands National Park Needles District Group Campsites,NPS,   NaN,38.1687861,-109.7600389,11,14,15,91,140,178.5,2,2,3,323,436.5,541,104,274,4267
Carderock Recreation Area Pavilion,NPS,   NaN,38.9716667,-77.1997222,50,100,150,23.2,56,118,NaN,NaN,NaN,11,17.8,27.6,53,0,0
Chief Paulina Horse Campground,USFS,   NaN,43.7036111,-121.255,2,2,4,16.2,56,166.5,3,4,5,119.5,187.2,239.6,235,890,2638
Chowchilla Recreation Area Day Use,USACE,   NaN,37.225,-119.9830556,25,50,70,11,27,75,NaN,NaN,NaN,23.1,29.5,49.7,42,0,0
Cinder Hill Campground,USFS,   NaN,43.7369444,-121.2002778,2,4,5,11,35,117,2,3,4,39.1,194,232.1,5093,15932,56861
Clear Creek Campground,USFS,   NaN,48.2211111,-121.5772222,2,4,5,11,24,60,2,2,3,66.5,81.2,88,715,1657,6689
Clear Creek Management Area,BLM,   NaN,36.3591667,-120.7691667,1,1,1,1,3,7,NaN,NaN,NaN,110.5,146.9,212.5,2240,0,0
Coal Creek Group Camp,USFS,   NaN,48.0836111,-121.5563889,10,15,20,57.5,128.5,197,2,2,3,45.2,58.9,70.2,152,393,6148
Codorniz Recreation Area Campground,USACE,   NaN,37.2158333,-119.9686111,2,3,7,0,6,25,2,2,3,37.7,50.4,153.5,10178,25123,170141
Cottonwood Campground,NPS,   NaN,46.95,-103.5322222,2,2,4,13,29,61,1,1,2,795.1,1067.9,1651.8,1720,2990,9326
Crystal Springs Campground Mid-Sized Group Sites,NPS,   NaN,36.744675,-118.9617861,8,12,15,31,101,144,2,2,3,283.9,321.8,349,364,963,11360
D.H. DAY GROUP,NPS,49630,44.8916667,-86.0427778,12,20,25,33.3,126,214,1,2,3,201.9,309.8,350.7,1387,2918,53628
DAIRY SPRINGS,USFS,   NaN,34.9583333,-111.48,2,4,8,9,22,50,2,2,3,157.2,173.9,194.2,3317,7202,57816
DALE CLEMENS CABIN,USFS,   NaN,60.1922222,-149.4133333,2,4,6,16,78,165,1,1,2,100.2,114.4,117.4,1156,1707,7360
DALE HOLLOW DAMSITE,USACE,   NaN,36.5377778,-85.4569444,2,3,5,4,27,118,2,3,4,65.1,104.8,139.6,17977,64230,223908
DALE HOLLOW LAKE - PRIMITIVE CAMPING,USACE,   NaN,36.5669444,-85.4786111,4,6,12,5,28,101.7,2,3,4,53.7,141.4,261.1,2535,8186,69020
DALE MILLER YOUTH,USACE,62812,38.0352778,-88.9425,30,50,100,144,332.5,365,2,3,4,26.6,35.1,110.4,300,936,63375
DAM - QUARRY,USACE,   NaN,36.2583333,-92.2405556,2,2,4,0,0,14,2,3,5,55.2,150.6,274,14636,55806,169580
DAM COMPLEX,USACE,   NaN,41.7244444,-91.5294444,2,2,4,0,2,32,2,2,4,19.5,40.2,120,32983,114902,343368
DAM EAST (DAY USE),USACE,   NaN,39.4072222,-88.7727778,26.3,40,50,19.2,26,71,1,1,1,3,25,60.8,39,1,41
DAM EAST REC. AREA (DAY USE),USACE,62231,38.6083333,-89.3083333,25,50,75,4,17.5,33,1,1,1,37,65.8,85,22,1,3
DAM EAST SPILLWAY (DAY USE),USACE,62231,38.5997222,-89.3497222,30,45,50,6,30.5,48,1,1,1,26.1,55.9,84.7,18,2,100
DAM SITE,USACE,   NaN,38.25,-95.75,45,45,45,17,17,17,3,3,3,3.1,3.1,3.1,1,3,135
DAM SITE (FORT GIBSON LAKE),USACE,   NaN,35.8677778,-95.2336111,2,3,5,0,0,0,2,2,4,22,42.7,97.7,2955,10860,38420
DAM SITE LAKE CAMPGROUND,USACE,   NaN,36.4202972,-93.8554056,2,3,5,0,0,0,1,2,4,36.2,71.2,288.6,6964,22805,93995
DAM SITE RIVER (BEAVER LAKE),USACE,   NaN,36.4219444,-93.8458333,2,2,4,0,7,29,2,2,3,34.8,57.4,187.5,16029,47959,154640
DAM SITE(GREERS FERRY),USACE,   NaN,35.5219444,-91.9975,1,2,5,0,0,7,1,2,3,49.8,75,149.3,34255,90768,288169
DAM WEST (DAY USE),USACE,   NaN,39.4163889,-88.785,30,40,50,18,41,89,2,2,2,12.9,48.8,139.7,86,2,60
DAM WEST AREA (DAY-USE),USACE,62812,38.0391667,-88.9858333,31,50.5,100,20,47.5,134,1,1,1,8,21.3,38.8,242,4,500
DAM WEST DAY USE,USACE,62231,38.6363889,-89.3708333,30,50,75,13,34,93,1,1,1,28.1,63.1,81,277,20,1056
DAM WEST REC. AREA (CAMP AND DAY),USACE,62231,38.6277778,-89.3583333,2,2,4,0,11,152,2,3,5,38.2,57.6,90.4,31524,126382,440593
DAM WEST SPILLWAY,USACE,62231,38.6083333,-89.3583333,30,47,75,14.5,25.5,87.5,NaN,NaN,NaN,54.1,79.9,83,32,0,0
DAMSITE,USACE,   NaN,37.9047222,-93.3077778,2,3,4,0,13,92,2,3,4,66.7,130.7,178.2,12239,42370,144338
DAMSITE - FALL RIVER LAKE,USACE,   NaN,37.6449333,-96.0692667,2,3,5,5,16,51,2,3,4,90.4,111.1,120.6,1918,6465,31217
DAN MOLLER CABIN,USFS,   NaN,58.2636111,-134.4577778,2,4,7,16,60.5,144,1,1,1,20.9,20.9,20.9,1528,1860,8627
DANA PEAK ,USACE,   NaN,31.0288889,-97.6130556,2,4,6,0,2,14,1,2,3,10.4,24.3,72.2,8410,24281,94185
DARK CANYON,USFS,   NaN,33.8036111,-116.7311111,3,4,8,14,30,59,2,2,3,88.1,107.8,128.1,517,1104,5410
DAVENPORT CAMPGROUND,USFS,91355,38.0555556,-105.0697222,4,5,8,11,34,74,2,2,3,96.7,161.3,189.7,258,588,3184
DAVIDOF LAKE CABIN,USFS,   NaN,56.6208333,-134.8408333,2,2,3.2,4.5,9,34.5,2,3,4.5,65.4,65.4,2087.2,13,47,120
DAVIDSON RIVER,USFS,   NaN,35.2808333,-82.7225,2,4,7,19,58,131,2,2,4,88.7,198.6,381.8,16117,49121,238693
DAVIS CANYON CAMPGROUND,USFS,   NaN,42.1073139,-111.4889222,20,30,40,22,98,154.8,2,3,3,99.1,121.1,162.5,63,171,4898
DAVIS LAKE CAMPGROUND,USFS,   NaN,34.0472222,-88.9388889,2,3,5,8,21,64,2,3,4,21.9,48.9,86.9,1434,5316,17907
DAWSON CABIN,USFS,   NaN,39.005,-106.3533333,2,4,4,12,41,124,2,2,3,139.6,155.2,1033,69,190,687
DAY LAKE,USFS,54527,46.1763889,-90.9091667,2,4,6,9,23,59.8,2,3,4,60,169.8,283.6,1067,3384,13795
DE BOER LAKE CABIN,USFS,   NaN,57.0969444,-132.9447222,1.5,2,5,17.5,30,124.5,3,3.5,5,44.4,1367.7,2508.4,8,30,72
DEAD SWEDE,USFS,   NaN,44.6891667,-107.4466667,2,4,5,17,45,142,2,3,5,130.7,175.3,811.4,1201,4503,16479
DEADMAN CAMPGROUND,USFS,   NaN,35.0083333,-106.3163889,24,40,53.2,15.2,31,63,1,1,2,21.1,23.4,29.2,33,45,1778
DEADWOOD LOOKOUT REC CABIN,USFS,84319,44.1088889,-115.7033333,2,2,4,77,173,181,1,2,2,65.8,73.7,88,410,756,2144
DEAN GARDNER CAMPGROUND,USFS,   NaN,37.3769444,-113.4772222,2,5,8,18,48,129,2,2,3,31.4,198.6,207.6,1659,4584,24764
DEARHAMER CAMPGROUND,USFS,94301,39.3608833,-106.7386861,2,3,5,6,17,55.5,2,2,3,145.4,157.4,173.1,436,1190,4769
DEEP CREEK GROUP CAMP,NPS,   NaN,35.4627778,-83.4344444,12,20,20,23,91.5,267,2,2,3,139.1,255.1,414,1166,3177,52430
DEEP CREEK PICNIC PAVILION,NPS,   NaN,35.46,-83.4386111,30,50,65.8,17,52,126.5,1,1.5,2,18.6,26.3,64.6,1163,34,1576
DEER CREEK,USFS,94301,37.2519444,-119.1769444,2,4,6,4,32,169,2,3,4,80.5,235.9,319.5,4921,17891,82565
DEER CREEK CABIN (MT),USFS,   NaN,45.6013889,-109.8980556,2,3,4,6,14,48,1,2,3,75.4,102,118.2,172,393,1221
DEER CREEK CABIN (WY),USFS,83110,43.0705556,-110.8333333,2,4,5,22.2,77,160.8,2,2,4,163.3,334.3,1051.9,287,864,3182
DEER CREEK GUARD STATION CABIN,USFS,   NaN,44.1872222,-119.3227778,2,3,4,26.8,77,142.5,2,3,4,156.7,299.4,314.7,257,853,2925
DEER CREEK LAKE DAY USE,USACE,   NaN,39.6191667,-83.2158333,46,55.5,100,45,110,238,1,2.5,4,21.9,37.9,60.1,466,5,344
DEER GROUP CAMP,USFS,94301,34.225,-116.9141667,20,30,40,27,61.5,121,2,2,2,91.6,111.1,136.6,194,398,11094
DEER HAVEN,USFS,   NaN,37.5736111,-112.9086111,40,50,55,75,257,341,1,2,3,35.2,81.1,263.2,138,358,25090
DEER LAKE,USFS,56636,47.5141667,-94.1058333,2,4,5,13,35,106.2,2,3,4,55.6,162.2,259.2,1249,4536,17639
DEER PARK CABIN,USFS,   NaN,43.9255556,-115.4008333,3,4,6,34,116,175,2,2,3,69.1,81.5,98.7,283,769,3313
DEER RIDGE LOOKOUT,USFS,   NaN,48.8452778,-116.1019444,2,2,4,47,119.5,169,1,2,2,121.6,155.1,244.4,452,796,2311
DEER RUN CAMPGROUND,USFS,84097,40.9072222,-109.4433333,3,5,10,22,62.5,135,2,3,4,204.2,216.7,331.1,1916,6222,38738
DEERLICK CREEK,USACE,   NaN,33.2594444,-87.4302778,2,3,4,0,5,31,2,2,3,20.1,62.8,271.9,10325,29794,93319
DEFEATED CREEK PARK,USACE,   NaN,36.2997222,-85.9088889,2,3,5,9,54,164,2,3,4,32.9,57.2,76.9,49674,179157,638304
DEKKAS ROCK,USFS,   NaN,40.8747222,-122.2375,25,35,50,50,154.5,313,2,3,5,54.6,267,393,156,672,24528
DELAWARE LAKE DAMSITE SHELTERS,USACE,43015,40.3586111,-83.0691667,40,50,75,24,46,103,NaN,NaN,NaN,6.7,11.3,28.4,452,0,0
DELTA,USFS,   NaN,44.1636111,-122.2816667,2,4,8,8,17,39,2,2,3,72.4,105.3,153.2,685,1615,8575
DEMOTTE,USFS,   NaN,36.4111111,-112.1347222,2,2,4,15,33,59,1,2,2,515,911.9,2303.7,3693,6738,21190
DENALI NATIONAL PARK - ROAD LOTTERY,NPS,99676,63.7365528,-148.8975194,1,1,1,108,118,130,NaN,NaN,NaN,247.7,285.2,298.9,4698,0,0
DENBY POINT,USACE,71968,34.5519444,-93.4933333,1,3,5,0,0,21,2,3,5,64.5,96.2,129.3,7957,32461,134181
DENNIS COVE CAMPGROUND,USFS,   NaN,36.2572222,-82.1108333,2,3,5,4,5,11.5,1,2,3,121.2,223,446.9,24,51,159
DENT ACRES,USACE,   NaN,46.6236111,-116.2183333,2,2,4,0,13,86,2,3,4,69.5,86.2,223.9,4885,17753,74457
DENVER CABOOSE CABIN,USFS,   NaN,59.5013889,-135.2263889,2,3,4,3,12.5,47,1,1,1,10.6,138.7,2550.7,254,320,1043
DESOLATION GRAY CANYONS SCREEN CABINS,BLM,   NaN,39.8336111,-109.9416667,5,8,8,14,33,70,1,1,1,193,359.3,505.1,637,650,4245
DEVIL CREEK CAMPGROUND,USFS,   NaN,48.2513889,-113.4636111,2,3,5,9.2,19,32.5,1,2,3,200.5,711.3,1568.4,99,202,784
DEVILS CANYON,USFS,   NaN,37.7388889,-109.4061111,2,2,4,13,32,71,1,1,2,397.5,571.4,1514.2,1694,3357,10897
DEVILS ELBOW,USFS,   NaN,47.7663889,-116.0166667,2,5,20,11,35,160,2,3,3,58.2,74.6,105.5,466,1279,16344
DEVILS ELBOW CABIN,USFS,   NaN,56.6436111,-133.7216667,2,2,4,61.2,129,179.5,2.7,7,7,118.7,1942.5,4076.1,77,388,1088
DEVILS FORK,USACE,   NaN,35.5880556,-92.1852778,2,4,6,11,36,131,2,3,4,58.2,72.5,141.4,2778,10070,43810
DEVILS GARDEN CAMPGROUND,NPS,   NaN,38.7769444,-109.5891667,2,3,5,44,102,158,1,2,2,388.9,943.2,1690.2,46009,90315,395930
DEVILS PASS CABIN,USFS,   NaN,60.6216667,-149.7541667,2,4,6,44,144,181,1,1,1,52.2,64.2,71,1104,1381,5794
DEWAYNE HAYES,USACE,   NaN,33.6002778,-88.4713889,2,3,4,0,0,3,2,3,6,19.6,39.8,115.2,15503,72660,251608
DEWDROP,USFS,   NaN,41.8319444,-78.9594444,3,5,8,14,39,122,2,3,4,93.3,127.7,187,4552,15955,84808
DEWEY LAKE SHELTER,USACE,41265,37.7447222,-82.7286111,50,75,110,36,114.5,298,1,1,1,14.2,20.7,35.3,1870,1,100
DIABLO,USFS,   NaN,39.6330556,-120.6377778,2,4,6,9,18,40,2,2,3,78,134,243.1,1030,2719,11252
DIAMOND,USFS,   NaN,40,-111.375,4,8,16,11,25,71,1,2,3,45.8,73.5,88.4,4064,8333,97813
DIAMOND BUTTE LOOKOUT,USFS,59003,45.2491667,-105.9325,2,3,4,7,25.5,75,1,2,3,189.5,364.1,719.8,348,752,2173
DIAMOND LAKE,USFS,   NaN,43.1611111,-122.1330556,2,3,5,8,34,127,2,3,4,131.9,242.3,324.4,26577,78165,317171
DIFFICULT CAMPGROUND,USFS,94301,39.1416667,-106.7708333,2,3,5,11,30,82,1,2,3,159.3,170.3,923.7,6687,16464,66553
DILLON CREEK CAMPGROUND,USFS,   NaN,41.5733333,-123.5430556,2,4,8,5,17,52,2,2,3,104.3,435.5,510.2,283,866,4165
DIMOND O,USFS,   NaN,37.825,-119.8611111,2,4,6,33,95,140,1,2,3,197.4,250.7,855.4,7831,17660,76034
DINKEY CREEK,USFS,94301,37.0730556,-119.1538889,3,6,6,4,35,118,2,2,3,63.8,101.6,296.8,22795,63293,323587
DINNER STATION,USFS,   NaN,38.9052778,-106.5861111,2,4,5,24,66,163,2,3,5,157.3,169.6,682.3,1183,4861,17911
DIRT FLAT,USFS,94301,37.6633333,-119.8444444,2,3,5,16,55,123,1,2,3,208.1,409.4,991.7,1169,2481,9044
DISTIN LAKE CABIN,USFS,99801,57.6297222,-134.3988889,2,2,2,35,35,35,2,2,2,2081.9,2081.9,2081.9,1,2,4
DITCH CREEK GUARD STATION CAB,USFS,97836,45.1188889,-119.3463889,2,4,5,14.7,59,139,2,3,4,190.2,259.3,280.3,369,1148,4234
DOC LONG PICNIC AREA,USFS,   NaN,35.1775,-106.38,30,30,30,11,29,55,1,1,1,15.1,20,26.8,330,2,60
DOCTOR CREEK,USFS,   NaN,38.5277778,-111.745,3,6,10,22,75.5,160,2,3,4,148.5,217.3,242.2,1252,4015,76488
DOE LAKE GROUP SITE,USFS,   NaN,29.0424861,-81.8208306,50,100,156.5,120.5,249,354.5,2,2,3,23.2,41.4,86.3,400,1054,121636
DOE POINT CAMPGROUND,USFS,   NaN,42.3927389,-122.3230222,2,3,5,6,13,29,2,3,3,39.5,50.4,102.7,486,1367,4421
DOG CREEK (ID),USFS,   NaN,43.5291667,-115.3041667,3,5,8,12,34,83,2,2,3,79.7,91.6,117.6,918,2317,13019
DOG CREEK (KY),USACE,   NaN,37.3208333,-86.1291667,3,5,6,1,12,48,2,2,3,28.9,66.5,102.4,10616,26373,116080
DOGTOWN LAKE CAMPGROUND AND GROUP,USFS,   NaN,35.2111667,-112.1238333,2,4,7,6,16,36,2,2,3,167.4,182.1,216.4,2992,8307,60215
DOGWOOD                                      ,USFS,94301,34.2352778,-117.2091667,2,4,8,4,28,85,2,2,3,48.2,80.2,101,26924,58223,298190
DOGWOOD DAY USE,USFS,   NaN,40.6222222,-111.77,16,24,30,5,10,18.2,1.2,2,2.8,9.8,16.6,23.1,345,6,107
DOLL MT. CAMPGROUND,USACE,30732,34.6133333,-84.6238889,2,3,5,0,8,33,2,2,3,24.3,50.5,85.9,13070,36699,134212
DOLLY  COPP,USFS,   NaN,44.3327778,-71.2194444,2,4,6,15,35,97,2,3,3.8,163.7,216.6,301.5,11383,36640,154661
DOLLY COPP PICNIC PAVILION,USFS,   NaN,44.3244444,-71.2172222,50,75,100,31.7,75,125.5,1,1,1,14.9,27.8,154,63,2,150
DOLOMITE,USFS,   NaN,36.3075,-115.6811111,3,4,8,10,26,59,2,2,3,40.5,48.5,62.5,2498,5589,27751
DONALDSON PARK,USACE,   NaN,36.5577778,-85.5022222,25.2,41,50,12.2,28,60.5,NaN,NaN,NaN,4.4,4.4,26.9,203,0,0
DONEY CABIN,USFS,59858,46.4486111,-112.96,2,4,6,3,10,32,1,2,3,77.7,92.7,171.1,305,700,2642
DONLEY CABIN,USFS,37385,35.32,-84.0936111,2,3,5,4,13,34.5,1,2,2,79.9,223.9,646.3,436,793,2852
DORABELLE CAMPGROUND,USFS,94301,37.1138889,-119.3097222,4,6,6,9,34,97,2,3,4,55.9,192.1,327.6,8387,26531,130566
DORIS CREEK CAMPGROUND,USFS,   NaN,48.3052778,-113.9805556,2,4,6,9,26,108,2,3,4,19,29.4,42.6,222,754,3311
DOUBLE ARROW LOOKOUT,USFS,   NaN,47.1647222,-113.5311111,2,2,4,33,80,141,1,1,2,55.5,147,661.7,409,655,1827
DOUBLE BAY CABIN,USFS,   NaN,60.4663889,-146.4380556,3,4,5,8,42.5,152,2,4,6,178.6,213.5,477.6,128,531,1998
DOUBLE LAKE RECREATION AREA,USFS,   NaN,30.5330556,-95.1288889,2,4,8,7,19,44,2,2,3,62.7,88.3,109.5,10857,25413,179067
DOUBLEHEAD CABIN,USFS,   NaN,44.1675,-71.1302778,2,4,8,12,43,100,1,1,2,110.6,185.2,232.2,902,1392,6713
DOUGHTON PARK CG,NPS,   NaN,36.4288889,-81.1544444,2,2,3,4,10,28.2,1,2,2,116.2,204.8,470.7,973,2203,5260
DOUGLAS CREEK CABIN,USFS,59858,46.5025,-113.1202778,2,4,6,6,21,72,1,2,3,75.6,79,98.8,410,945,3566
DOVER,USACE,   NaN,36.4902778,-87.8430556,35,50,100,9,15,52,NaN,NaN,NaN,4.5,15.3,17.4,10,0,0
DOWDY LAKE,USFS,   NaN,40.7965139,-105.5655056,2,4,6,34,155,181,2,3,3,58.3,93.6,123.3,14519,41861,191962
DOWNSTREAM,USACE,   NaN,48.0088889,-106.4288889,2,3,5,0,0,29,1,2,3,97.5,262.8,1088.6,16499,40932,190523
DOWNSTREAM CAMPGROUND,USACE,   NaN,47.4822222,-101.4261111,2,2,4,0,0,44,2,2,3,67.7,90.9,104,16666,44175,131603
DOWNSTREAM POINT,USACE,67335,37.2694444,-95.4583333,30,50.5,70,14,43.5,45,NaN,NaN,NaN,5.3,14.9,28.9,6,0,0
DOYLE CREEK CAMPGROUND,USFS,   NaN,44.073,-106.988,2,3,5,9,16.5,26,2,3,3,117.1,123.8,274.6,144,429,1559
DRAKE PEAK LOOKOUT,USFS,97630,42.3141667,-120.1555556,2,2,3,28,88,165.2,1,2,3,305,403.8,415.3,263,527,1334
DRIFTWOOD,USFS,   NaN,43.8838889,-124.1430556,2,4,6,23,71,171,2,3,4,164.9,239.8,406.5,15954,60537,260615
DRIPPING SPRINGS CAMPGROUND (CA),USFS,92065,33.4638889,-116.9708333,2,4,8,10,17,29,1,2,2,47.1,75.4,111.2,658,1235,6117
DRIPPING SPRINGS CAMPGROUND (UT),USFS,84097,40.9227778,-109.3572222,2,4,8,7,17,43,2,2,3,214,228.1,387,906,2674,18515
DRY CREEK GROUP CAMPGROUND (Whiskeytown NRA),NPS,96095,40.6255556,-122.5808333,25,32,50,64.5,160,352,1.8,2,4,25.9,230.9,314.4,605,1928,67665
DRY GULCH,USFS,94301,37.6633333,-119.8444444,2,4,6,20,62,127,1,2,3,200.8,340.3,850.3,2220,4937,18673
DRY WOLF CABIN,USFS,   NaN,47.0163889,-110.4980556,2,4,5,7,19,53,1,2,3,84.8,135.4,221.8,348,863,3052
DUCK CREEK,USFS,   NaN,37.5186111,-112.6847222,2,4,8,16,52,139,2,3,4,261.1,272.7,371.9,5585,18799,155360
DUCKETT MILL,USACE,   NaN,34.3081833,-83.9313167,3,4,8,2,11,49,2,2,3,23.8,36,52,13227,37764,176078
DUMONT CAMPGROUND,USFS,   NaN,40.4040194,-106.6235167,2,4,5,11,30,92,2,2,3,133.6,154.6,185.8,1417,3444,14067
DUNDO GROUP,NPS,22835,38.2341667,-78.7216667,11.2,18,20,12,47,75,1,2,2,127.8,156.6,226.7,75,131,2056
